0.0434,875.1503,0.0038,2.5718,914.8827,-12.0588,0.28903455,0.062778,0.283586,0.233591,0.367973,0.2768,0.247178,-0.3147363,-0.037602,-0.115224
0.176,349.9808,0.011,9.022,385.8255,-15.4427,0.25695495,-0.337493,-0.290766,0.263242,0.205479,0.354686,0.328279,-0.2298956,0.300382,0.085978
0.0899,50.4969,0.0083,72.2861,27.0933,10.8754,0.2736027,-0.096842,-0.226443,0.388037,0.265034,0.214126,0.205998,-0.2921688,0.052652,0.262428
0,100000,0,0,100000,0,-0.040904,0.353697,-0.35679,0.231923,0.2826819,0.306121,0.2869632,-0.202046,-0.129838,-0.183197
0,100000,0,0,100000,0,-0.146638,-0.103095,0.181276,0.214636,0.316179,0.217653,0.37558,0.317526,0.083092,0.083275
0.0439,290.0885,0.0037,7.528,320.9064,-12.2474,0.09135865,0.282785,0.170574,0.304009,0.34904,0.368709,0.301281,-0.1982826,-0.052019,-0.226107
0.0928,113.4231,0.0088,13.473,148.563,11.0048,-0.383871,0.037039,0.24186,0.334587,0.292391,0.293545,0.231255,0.239175,-0.156134,-0.204084
0.0471,45.9503,0.0043,45.31,40.6946,-10.5316,-0.077644,0.181634,-0.255312,0.254878,0.273189,0.356463,0.221332,-0.232538,-0.122093,-0.257098
0,100000,0,0,100000,0,0.06382,0.076439,-0.139312,0.359821,0.334991,0.296411,0.249142,0.262242,-0.072122,0.150762
0,100000,0,0,100000,0,0.13353165,0.102894,-0.248204817,0.341967,0.387017,0.311604,0.21922812,-0.404162,0.157041,-0.227610567
0.0436,63.7144,0.004,30.8309,70.7405,11.543,0.192516,0.292649,0.351252,0.241981,0.349665,0.221949,0.350293,-0.217584,-0.338986,0.101247
0.0903,1568.1748,0.0041,5.203,1147.1124,-22.9052,0.2473107,0.20421,0.18061,0.310521,0.364943,0.290463,0.250233,-0.109263,0.313501,0.254065
0.0429,434.4186,0.0018,17.4483,374.5206,-24.6042,0.36313,1.376632129,0.035364,0.370731,0.245782,0.215156251,0.369251,-0.175517,-0.00252817,0.392704
0.0431,74.8468,0.0034,33.1264,84.1232,-13.3601,-0.158441,-0.157176106,-0.090051,0.282154,0.336686,0.210481,0.375756,-0.171252,-0.054465322,0.39133
0.1962,475.3964,0.0055,15.7545,636.1833,35.0683,0.053079,0.153341,-0.103557,0.220083,0.241206,0.331651,0.335369,-0.137316,0.025276,-0.221677
0,100000,0,0,100000,0,-0.217133,-0.201158,0.182622,0.399423,0.371241,0.248675,0.246419,-0.075401,-0.27362,-0.107636
0.0844,441.0194,0.0045,12.887,345.4169,18.3542,0.324209,0.204743,-0.216013,0.300995,0.225895,0.201268,0.369942,-0.013511,0.34257,0.067771
0,100000,0,0,100000,0,0.164507,-0.369708,0.091724,0.324,0.2852352,0.205714,0.210609,-0.38972,0.212322,0.032399
0.0938,21.0427,0.0092,74.5814,22.9332,10.1312,0.292575,-0.275868,0.360553,0.209029,0.3504915,0.201457,0.337167,0.155753,0.382186,0.0322
0,100000,0,0,100000,0,-0.2001137,0.017852903,-0.394348,0.323735,0.391094,0.21079501,0.322066,-0.2695935,0.140182751,0.279439
0.0905,5904.0517,0.0022,1.8584,6717.8856,-42.454,-0.118855,-0.331934,0.201072,0.323271,0.229268,0.352827,0.314191,0.165547,0.31772,-0.264266
0.0466,152.2811,0.0038,16.8847,145.6775,-12.3791,0.207341,-0.1286186,0.300231,0.315099,0.204878,0.252808452,0.396937,0.262666,-0.3131064,-0.311479
0.0456,55.6258,0.0038,40.1488,64.2029,12.733,0.15654,0.439535836,-0.378695,0.248583,0.241503,0.2129841,0.372648,0.132411,-0.004889138,0.024562
0.1322,539.0346,0.0071,10.498,445.33,-19.0252,-0.052951,-0.262452063,0.276877,0.38786,0.360451,0.2080566,0.373168,0.055268,-0.117438364,-0.071027
0,100000,0,0,100000,0,0.281561,0.134796,0.090196,0.241901,0.271353,0.242318,0.367241,0.035925,-0.133818,0.309348
0,100000,0,0,100000,0,0.388862,-0.14224,-0.126904,0.321887,0.24071,0.207123,0.3092049,0.223506,0.166393,-0.219487
0.0845,356.4931,0.0044,14.2341,345.4142,-19.75,0.2204,0.042085,0.302905,0.327517,0.2029,0.388564,0.338477,0.166774,0.018765,-0.244591
0,100000,0,0,100000,0,-0.371233,-0.02601,0.159315,0.304887,0.3066444,0.259944,0.316943,-0.106005,0.359669,-0.139748
0,100000,0,0,100000,0,0.2392005,-0.285385,0.283956,0.391814,0.387793,0.23718,0.20236,-0.3311649,0.24043,0.072552
0.0902,317.1934,0.0056,9.6967,390.314,16.3543,-0.053794,0.194573,-0.015591,0.265242,0.3228426,0.351339,0.364613,-0.112881,0.379013,-0.104433
0,100000,0,0,100000,0,-0.080705,-0.008729608,0.378922,0.206421,0.283072,0.220128767,0.393812,0.158337,-0.004181654,0.064259
0,100000,0,0,100000,0,-0.13465,-0.267087,0.284134,0.316432,0.375584,0.244152,0.238982,0.262441,0.211431,0.27345
0,100000,0,0,100000,0,-0.317248,-0.200831,-0.199089,0.326731,0.377164,0.35223,0.251416,0.154122,0.132355,-0.081567
0,100000,0,0,100000,0,-0.245847,-0.11762,-0.24395,0.344514,0.3448746,0.399237,0.301976,-0.108657,0.338384,-0.055281
0.1822,23273.9978,0.0022,0.9243,27369.0728,80.8951,0.07664315,0.194459,0.300337,0.323829,0.251899,0.379308,0.275902,-0.3665695,0.04394,-0.056604
0.1266,103.6133,0.0119,17.1152,106.5302,-10.4699,-0.314452,1.20441996,-0.074525,0.337316,0.288045,0.218105,0.338094,-0.260643,-0.009620701,0.300589
0,100000,0,0,100000,0,0.139622,0.215046,0.036131,0.376862,0.202471,0.252525,0.277938,0.329191,0.060213,0.116551
0.0395,450.583,0.0039,3.5318,512.0301,10.4252,-0.031039,-0.206944,-0.124525,0.28976,0.383936,0.328359,0.348475,0.232029,-0.032487,0.047197
0.0494,231.7961,0.0023,24.4919,227.4628,-21.713,-0.326924,-0.067283,-0.1643391,0.283406,0.241023,0.234394,0.310184,-0.000163,0.08238,-0.2557251
0,100000,0,0,100000,0,0.023563,-0.220811787,0.122,0.309787,0.3202551,0.261215717,0.246879,-0.074154,0.210101012,0.399953
0.1303,58.4172,0.0112,39.2424,57.544,-11.7745,-0.1494255,0.33256965,-0.137373,0.382299,0.222425,0.256510314,0.315582,-0.0091784,0.3011833,0.358361
0.0941,543.0586,0.0051,9.915,442.7067,-18.1683,0.3633,0.345709,0.234603,0.297263,0.355944,0.259504,0.230203,0.317908,-0.269165,0.306712
0,100000,0,0,100000,0,-0.375539,0.074029,0.22131,0.364354,0.271756,0.224334,0.202025,0.36173,0.264188,0.197283
0,100000,0,0,100000,0,-0.042329,0.399498,0.041777,0.253662,0.377861,0.233688,0.330044,0.344445,0.210295,0.093376
0,100000,0,0,100000,0,-0.168614,0.174109,-0.061846,0.398105,0.317918,0.376344,0.246855,0.062302,-0.250985,-0.245771
0.1323,252.826,0.0084,17.6243,214.0792,-16.319,0.375169,-0.20652,0.173494,0.346693,0.3044673,0.26608,0.362388,0.145091,0.265702,-0.351539
0,100000,0,0,100000,0,0.3273312,-0.034554366,-0.285264,0.378933,0.398593,0.25469474,0.306716,-0.3040011,-0.002198571,0.20911
0,100000,0,0,100000,0,-0.1683476,0.273652,0.282161,0.34073,0.213728,0.29903,0.228328,-0.1315303,0.388647,-0.387476
0.1591,935.6058,0.01,4.2353,885.5621,16.2518,0.29184645,0.253448,-0.221849,0.394961,0.327396,0.375488,0.36761,0.0369666,0.385283,0.135272
0,100000,0,0,100000,0,-0.343261,-0.045376978,-0.315247,0.260289,0.206315,0.2121903,0.343542,0.205502,-0.188568021,0.025145
0,100000,0,0,100000,0,0.044117,0.243598,-0.085521,0.391442,0.227342,0.353068,0.28881,0.399865,0.358586,0.028906
0.0462,94.0986,0.0046,16.385,110.97,10.4547,0.20005,0.366928,-0.198259569,0.329136,0.245398,0.306357,0.2208708,-0.009925,-0.299292,-0.249508269
0,100000,0,0,100000,0,0.272634,-0.300105,-0.005974,0.227873,0.2541078,0.383038,0.310247,0.261023,0.398506,-0.308877
0.1292,322.4408,0.0125,5.3425,344.5722,-10.5226,0.32205705,0.057995,0.142152,0.319807,0.312686,0.399575,0.36589,-0.0787809,0.024441,-0.103096
0,100000,0,0,100000,0,-0.17297885,0.157957,0.298535,0.330331,0.377992,0.232799,0.301917,0.1230966,0.292265,0.148964
0.0856,1108.9697,0.0034,6.7399,1008.6912,-25.3955,0.048814,-0.032248343,0.093261,0.355714,0.364434,0.216503749,0.388373,0.343772,-0.000859809,0.307165
0,100000,0,0,100000,0,-0.000297,0.135198473,-0.090577,0.38646,0.39374,0.245171448,0.352752,-0.304705,-0.18272385,0.010011
0,100000,0,0,100000,0,0.098702,0.245221,0.230042,0.324168,0.227609,0.206332,0.28247,-0.035332,-0.052739,0.172268
0.0811,502.4562,0.005,7.4788,495.4161,-16.1153,0.03572285,0.386223,-0.104992,0.387071,0.215013,0.347023,0.36847,-0.1105335,0.312935,0.144642
