,r0,r1,r2,r3,s1,s2,s3,p1,p2,p3
970,0.3251198816857416,0.2311242447831062,0.2091063274373958,0.3337129966370817,-0.2215560458104392,0.3022870048007295,-0.0206923041250558,-0.4859591830840168,-0.2978775982147758,-0.3060893018793659
1234,0.3947347567550998,0.2743937808682045,0.3041734313694238,0.2859684266761283,0.4413116840409402,-0.0690884423436035,0.1082007733751707,0.3302792951529661,-0.4679776760631411,-0.280308783697635
1434,0.2210377698944196,0.336612262629108,0.3468907616261939,0.3693689106329196,0.1061891721244182,-0.314205749498005,0.2806135809744863,0.0327965194087231,0.1883138405539474,0.4514391849973491
1840,0.2307896776631124,0.2887623203586704,0.2756021814723318,0.3724082011131655,0.43292824310224,0.3356603850328086,-0.1617603910020513,-0.2686690774465329,-0.2508360066096951,-0.2322475093976489
2001,0.229091557388669,0.2796237387458878,0.3155768388700982,0.3479580235145737,0.0839604364769573,0.3432583689306159,0.296493796526222,0.4968239894577075,0.4710065591121742,-0.0989250404988835
3711,0.2911055528992249,0.2504192676987121,0.317213115704043,0.2097144347735698,-0.2482404716931878,-0.2324890667204094,-0.4111071150915606,-0.1634938521548811,-0.2911492802297685,-0.1772551842518285
5169,0.3058859962304268,0.2460540527383423,0.2997312728866495,0.2165354314345137,-0.4679204102967661,-0.291374832998582,-0.1519561764326067,0.0926579728629288,-0.2687616877844887,0.0342900071803774
5420,0.212383211355228,0.2090993484155655,0.2553864658381938,0.3729784663406966,0.4319849082237103,0.3622701322240028,0.1835018582351908,-0.3041996686464859,-0.1736812903079022,-0.2712223249819414
7300,0.2571468271849876,0.2670252285343904,0.2159895457582428,0.3389890197259429,0.3597403749925779,0.1517718876860726,0.3649184186751181,-0.3140846415600223,-0.3984918841005638,-0.3985422370319914
7350,0.2958253020193746,0.3585874703153047,0.3731385534420935,0.38568429423893,0.3787725552614105,-0.1517819591096175,0.4815008238317717,0.1444023342169953,-0.0532209622968201,0.4544085213575463
7508,0.2825891127824528,0.2315643804477646,0.3487366870934534,0.3621460340719718,0.3651411674655089,0.3344491237768586,0.402494173403118,0.4001690026094677,0.3751416322249536,0.0922995874846177
8194,0.223125504259912,0.3152226517477052,0.2273569552758472,0.3307848784414362,0.4060514730703416,0.3741070139000919,0.2325474840916261,-0.3109345665637298,-0.2718965882290641,-0.4068870129759354
8478,0.2613053843553444,0.2551932750339317,0.2604939037795356,0.3308419831753898,0.1351735272986012,0.4345003700742624,0.004419314488286,-0.475427654737942,-0.4416796479842645,-0.4426698276877081
10039,0.2542178414341179,0.2370516300215442,0.2388014756265513,0.3139806876732541,-0.0798066735518108,0.0036177698609429,0.2497632862480933,-0.420507694364186,-0.1484014467766954,-0.1797505880060484
10301,0.3188956280221013,0.2838170848193142,0.2043132496575049,0.3201258147113063,0.0889270488670174,0.3057229512293052,0.4442591181895394,-0.3720498145652039,-0.1378891605581897,-0.2961605490403571
10831,0.2397619073049276,0.2659507742353758,0.2293465122230218,0.3249259548966433,0.2949915650549906,0.3830742560695188,0.282435377866429,-0.3785095774885284,-0.1919296471841206,-0.3439207447750541
10833,0.324314791387822,0.2389411310520549,0.2748421230957837,0.3907999886212386,0.3553803096112637,0.2023386548191896,0.4465883640185409,0.329941407678934,0.1601862859704398,0.0870852585423486
11900,0.2528431834751371,0.2889511569638089,0.2820656780084094,0.3831290172171636,0.0741202951892915,0.1102385766086649,0.4578716338957073,0.1800462224356405,0.4816256916272059,0.4169687097602519
12059,0.3139328721902223,0.2357440591293273,0.2276197789991672,0.3787105454052766,0.3543357899751822,0.336405868004429,0.2231663314909107,-0.3506199768991676,-0.2330515352166041,-0.1896954570948756
14223,0.2755976242054747,0.2570089438143399,0.2595907315902497,0.2288073335406919,-0.2985435044854541,-0.4500898826324829,-0.3306350383999267,0.077583001752701,0.0033239293969316,0.0844781601305917
15893,0.2127179551067886,0.3329368783021694,0.3532267569814845,0.3473113488469918,0.1007238605109209,-0.2337312657894367,0.2030738589679064,0.3490376769222699,0.0373651368292375,0.4482831978916238
16330,0.3156341352835617,0.2046022105987168,0.3168492226803786,0.2916891337756078,0.4615777885880376,-0.2515275414184738,0.101959104395205,0.4677122450911635,-0.3149965641235316,-0.2562363494105873
17595,0.2454638029417997,0.2233894132648348,0.2739608119521795,0.3523993650228857,0.2760169393572687,0.2215057919614569,0.346417851557771,-0.2862762218197521,-0.2368239794834017,-0.170317484879746
17811,0.3122606085209717,0.2682572507087823,0.3118693225938569,0.2750238260183016,0.0948341785048928,-0.17842026860404,0.183057765642872,0.4939429135006468,-0.0880159428617624,-0.1415291382494193
18063,0.2035500309433848,0.2896968316659854,0.2726311764974402,0.3320572545809807,0.2977372106601987,0.3268558849941601,-0.0320683347738095,-0.4201937215369944,-0.3908957556137313,-0.4082442204999768
18718,0.3783299722946102,0.2266416904499877,0.3383760322060029,0.2342360525267875,0.4590851168487219,-0.1666474295095089,0.259820300705605,0.4912778603557105,-0.4885056919730245,-0.4010980826510537
19962,0.2108047709575432,0.3983305422863655,0.3465695575137373,0.3626698684450891,0.2701734835558547,-0.0646321620588665,0.4469702116355096,-0.2369861646814687,0.2693794682451804,0.0049883817751393
20237,0.2689537939459178,0.2438382355779626,0.2448213886305,0.3429572107348854,0.1553121647220608,0.2165434361786833,0.2249327679161611,-0.3834547358635553,-0.4327806379116296,-0.3961251739774594
20466,0.3464399890332331,0.2139706346580957,0.2590987364529142,0.3853249038296257,0.1107266073067853,0.4321099106260934,-0.1762431474093874,-0.2338548959651382,-0.170717800585465,-0.2479709566022824
21156,0.282710565619653,0.2722016310011328,0.3018329299779317,0.2052798680032449,-0.4413034332247806,-0.4644395513332332,-0.1466132613419838,0.0349445895883524,0.1016083025072093,0.2445053196962971
21435,0.3128411030072995,0.227840937385291,0.2018039209254753,0.3913711184194968,0.4284126676442946,0.3196193300810739,0.2202137333080059,-0.1500883447376954,-0.3551744303923346,-0.4005502002624164
21609,0.2766431098607192,0.2467156954545225,0.278151312457394,0.3512139354014486,0.0407126676763885,0.3981249158995023,0.4922245316139857,0.1050127485173505,0.3288461143060623,-0.0106756394679642
21920,0.2850106747990956,0.2948286114417432,0.3012132908988491,0.2569396021492934,-0.0473663746141,-0.2825998122144258,-0.2736143553100187,-0.1507298497751295,-0.0825626938693683,-0.1723653189719736
23087,0.3108221684356699,0.297420536664836,0.3512141234317105,0.3911221357750334,0.0775743754895729,0.4023591144582764,0.2179406686553396,0.4282443445032765,0.3013921698948211,0.4150524936546266
24343,0.2446379565124232,0.2375575001528539,0.3345087098531332,0.3729674628630201,0.1479472413804287,0.3249615637063202,0.4610961461456189,0.4454786718946345,0.42786972300088,0.0022679658851664
24790,0.228570361482926,0.2486848309307799,0.3044226749722167,0.3997902800949023,0.3080747477481648,0.4123152004464211,0.2072262873810588,0.1406465398792423,0.3053210167913741,0.3914422782139377
24796,0.3586872396312076,0.2777538013775865,0.2961788463882908,0.3018049799559814,0.3768684990129309,-0.4023017271902074,0.136223796269633,0.373588696547564,-0.4311489838320199,-0.0448959391134009
25087,0.2143770658906879,0.2629980781542684,0.3599708781819758,0.3813782384686053,0.17263608023366,0.1640288978263013,0.2015811891572853,0.4097519756363296,0.0253750687030921,0.4549176599637222
