,r0,r1,r2,r3,s1,s2,s3,p1,p2,p3
802296,0.239490925136959,0.2318259263472762,0.3090186478748943,0.3956921363628905,0.1853191092244884,0.4129950349211752,0.0978864994548007,0.445414857718677,0.3919986243397441,0.0340829603233174
836959,0.2300498659175706,0.2562251582541437,0.2723478012537832,0.2093934695285734,-0.33838205594841,-0.3423195104963494,-0.1430333728907806,0.1356456976456146,0.0539097373408137,0.042638055231561
837209,0.2936811141896006,0.2894295431037502,0.2429741413762604,0.2097531213578712,-0.1682167608406749,-0.4984063247080652,-0.3158832074283069,-0.0603575543874939,0.0133551744914631,-0.0990611833256709
842459,0.2687876898559559,0.3342793875115096,0.3465063179789754,0.2244181571387957,-0.4685248702128939,-0.4531656378011983,-0.2832745023948435,0.0545366896372701,0.1282968661426023,-0.057887365016995
849748,0.2433150775086713,0.2581163075463965,0.2881033378978489,0.2182642778504436,0.035473660387819,-0.2084320482641433,-0.3673431483457908,-0.0430208169063874,-0.104427189283763,-0.1504302539310634
855646,0.3206934786460892,0.3162917075640682,0.3193966587047361,0.2759240096854333,-0.2102876520611156,-0.4230701852020004,-0.2783210376099368,0.0398447080277543,-0.1051856401350845,0.227639511470695
857995,0.3152284533276627,0.3213167645556968,0.330791215384518,0.2499956048792523,-0.1492049885352695,-0.4609263826584363,-0.3774796934320746,-0.0690330314182561,-0.1674531620099071,-0.0422559224875469
881105,0.3217118920983686,0.3079732774222791,0.3775850993047226,0.2229367854131391,-0.4835855841181328,-0.4544849298266958,-0.4350083100661839,-0.1188700439200254,-0.2263135360524106,-0.0563286459833983
881397,0.3056531406907739,0.3201156778352895,0.3237617968656951,0.2249413446941221,-0.154761179069669,-0.1609795779194418,-0.3248534239747084,0.100167444640367,-0.1955407183178483,0.0750424650185046
906344,0.2097709867916707,0.2469343849535558,0.3098532332969371,0.3964980037692392,0.4472495157940295,0.4654751180789598,0.4022115750456216,0.4570984109631163,0.4891107628328696,0.3218365447648348
911103,0.2698900782188071,0.2617126732670933,0.3828077092402931,0.2090634052320528,-0.4571933605384404,-0.4174518370291145,-0.4590875301282419,-0.051334106192267,-0.3202760978919893,0.0661900741685582
911280,0.2306191576172793,0.3260645778438356,0.2894250383988697,0.3843446607598927,0.3517819276819581,-0.3294343569365733,0.4705573058418745,0.298872997589148,0.4461879374763868,0.4968190759560615
944037,0.2393319056089782,0.2726031161474554,0.2699047181993853,0.2044022262606112,-0.3084352337082594,-0.4602693797811608,-0.2814735337298123,-0.1879349061480369,-0.1295590963110041,-0.2212343605186344
947210,0.262015770567351,0.2569663366668959,0.2847830616097876,0.2077888227464847,-0.2068925443334525,-0.2466285764191873,-0.1979500962333579,0.0858161597336474,-0.0061508092621708,0.1594868356662453
949667,0.3356937163251502,0.2887095882861903,0.3331005493315956,0.229529459201232,-0.3328459961543019,-0.432238485615634,-0.4314154894346171,0.0450213319921163,-0.2983278572445356,0.2893715920442787
966395,0.241720220516618,0.3224704590286616,0.318306279619848,0.3931857652678812,0.2650719457639479,-0.0177577641482673,0.4383216951941685,0.344312594738176,0.4544029737304585,0.4112082091485796
968875,0.3110967917337629,0.2628230808909632,0.295850099205406,0.3847189438901903,0.2648888635312229,0.4026748605663687,0.2880228745896339,0.2105632088548195,0.3040443454379707,0.0884649516011238
973854,0.2241161603413404,0.2349003357412543,0.2149633344486874,0.3992189370452047,0.3611087653980285,0.4098155351568611,-0.1767409887633866,-0.3686880675846605,-0.3969066118232093,-0.4219986533072776
978542,0.278210923249212,0.2971272727335723,0.3841790353630467,0.2017313083038754,-0.3323048033450552,-0.3945769224079756,-0.49978540527096,0.0913140609428708,-0.4992331390828552,0.1982188841702625
981625,0.286389269969898,0.298412001777014,0.2830918558695587,0.211261406298472,-0.0773163071477474,-0.4089566725243004,-0.4165298338625882,-0.1026065324746576,-0.0091108783385258,0.0644962595013347
